100100	RECESSIVE
100300	DOMINANT
100800	DOMINANT
101000	DOMINANT
101200	DOMINANT
101400	DOMINANT
101600	DOMINANT
101800	DOMINANT
101900	DOMINANT
102200	UNKNOWN
102370	DOMINANT
102500	DOMINANT
102530	RECESSIVE
102700	RECESSIVE
102900	DOMINANT
103050	RECESSIVE
103285	DOMINANT
103470	DOMINANT
103500	DOMINANT
103580	DOMINANT
103780	UNKNOWN
103900	DOMINANT
104100	DOMINANT
104200	DOMINANT
104290	DOMINANT
104300	DOMINANT
104310	DOMINANT
104500	DOMINANT
104510	DOMINANT
104530	DOMINANT
105120	DOMINANT
105150	DOMINANT
105200	DOMINANT
105210	DOMINANT
105250	DOMINANT
105400	DOMINANT
105500	DOMINANT
105550	DOMINANT
105650	DOMINANT
105830	UNKNOWN
106100	DOMINANT
106190	RECESSIVE
106210	DOMINANT
106260	DOMINANT
106300	UNKNOWN
106600	DOMINANT
107250	DOMINANT
107480	DOMINANT
107600	DOMINANT
107970	DOMINANT
108010	DOMINANT
108120	DOMINANT
108145	DOMINANT
108300	DOMINANT
108500	DOMINANT
108600	DOMINANT
108720	DOMINANT
108721	DOMINANT
108770	DOMINANT
108900	DOMINANT
108985	DOMINANT
109150	DOMINANT
109400	DOMINANT
109730	DOMINANT
109800	UNKNOWN
110100	DOMINANT
110450	UNKNOWN
110500	UNKNOWN
110700	DOMINANT
110800	DOMINANT
110900	UNKNOWN
111000	UNKNOWN
111150	UNKNOWN
111200	UNKNOWN
111250	UNKNOWN
111380	UNKNOWN
111400	UNKNOWN
111600	UNKNOWN
111620	UNKNOWN
111690	UNKNOWN
111750	UNKNOWN
112010	UNKNOWN
112050	UNKNOWN
112100	UNKNOWN
112240	DOMINANT
112250	DOMINANT
112310	DOMINANT
112410	DOMINANT
112500	DOMINANT
112600	DOMINANT
113000	DOMINANT
113100	DOMINANT
113200	DOMINANT
113300	DOMINANT
113500	DOMINANT
113620	DOMINANT
113650	DOMINANT
113750	RECESSIVE
113800	DOMINANT
113900	DOMINANT
113970	UNKNOWN
114000	DOMINANT
114290	DOMINANT
114300	DOMINANT
114480	UNKNOWN
114500	UNKNOWN
114550	UNKNOWN
114900	DOMINANT
115080	DOMINANT
115150	DOMINANT
115195	DOMINANT
115196	DOMINANT
115197	DOMINANT
115200	DOMINANT
115210	DOMINANT
115300	DOMINANT
115310	DOMINANT
115430	DOMINANT
115700	DOMINANT
115900	DOMINANT
116100	DOMINANT
116200	DOMINANT
116300	DOMINANT
116400	DOMINANT
116600	DOMINANT
116700	RECESSIVE
116800	DOMINANT
116860	DOMINANT
116920	RECESSIVE
117000	DOMINANT
117210	DOMINANT
117300	DOMINANT
117360	DOMINANT
117550	DOMINANT
117650	DOMINANT
117800	DOMINANT
118100	DOMINANT
118200	DOMINANT
118210	DOMINANT
118220	DOMINANT
118300	DOMINANT
118400	DOMINANT
118450	DOMINANT
118600	DOMINANT
118700	DOMINANT
118800	DOMINANT
119300	DOMINANT
119500	DOMINANT
119600	DOMINANT
119800	DOMINANT
119900	RECESSIVE
120080	UNKNOWN
120100	DOMINANT
120200	DOMINANT
120330	DOMINANT
120430	DOMINANT
120433	DOMINANT
120435	DOMINANT
120790	DOMINANT
120970	DOMINANT
121050	DOMINANT
121200	DOMINANT
121201	DOMINANT
121300	DOMINANT
121800	DOMINANT
121820	DOMINANT
121850	DOMINANT
121900	DOMINANT
122000	DOMINANT
122100	DOMINANT
122200	DOMINANT
122400	DOMINANT
122470	DOMINANT
122600	DOMINANT
122700	DOMINANT
122860	DOMINANT
122880	DOMINANT
123000	DOMINANT
123100	DOMINANT
123150	DOMINANT
123320	DOMINANT
123400	DOMINANT
123500	DOMINANT
123700	DOMINANT
123790	DOMINANT
124000	RECESSIVE
124200	DOMINANT
124480	DOMINANT
124500	DOMINANT
124900	DOMINANT
125250	DOMINANT
125310	DOMINANT
125350	DOMINANT
125370	DOMINANT
125400	RECESSIVE
125420	DOMINANT
125490	DOMINANT
125500	DOMINANT
125595	DOMINANT
125630	DOMINANT
125700	DOMINANT
125800	DOMINANT
125850	DOMINANT
125851	DOMINANT
125852	DOMINANT
125853	DOMINANT
126200	UNKNOWN
126600	DOMINANT
126700	DOMINANT
127000	DOMINANT
127300	DOMINANT
127400	DOMINANT
127550	DOMINANT
127700	DOMINANT
127750	DOMINANT
128100	DOMINANT
128101	DOMINANT
128200	DOMINANT
128230	DOMINANT
128235	DOMINANT
129400	DOMINANT
129490	DOMINANT
129500	DOMINANT
129600	DOMINANT
130000	DOMINANT
130050	DOMINANT
130060	DOMINANT
130070	RECESSIVE
130600	DOMINANT
130650	DOMINANT
130720	DOMINANT
130900	DOMINANT
131100	DOMINANT
131300	DOMINANT
131440	DOMINANT
131705	DOMINANT
131750	DOMINANT
131760	DOMINANT
131800	DOMINANT
131850	DOMINANT
131900	DOMINANT
131950	DOMINANT
131960	DOMINANT
132000	DOMINANT
132400	DOMINANT
132450	DOMINANT
132600	UNKNOWN
132700	DOMINANT
132800	DOMINANT
132900	DOMINANT
133020	DOMINANT
133100	UNKNOWN
133190	DOMINANT
133200	DOMINANT
133239	UNKNOWN
133540	RECESSIVE
133700	DOMINANT
133701	DOMINANT
133780	DOMINANT
134610	DOMINANT
135100	DOMINANT
135150	DOMINANT
135290	DOMINANT
135300	DOMINANT
135500	DOMINANT
135700	DOMINANT
135750	DOMINANT
135900	DOMINANT
136000	DOMINANT
136120	RECESSIVE
136140	DOMINANT
136520	DOMINANT
136550	DOMINANT
136630	DOMINANT
136680	DOMINANT
136760	RECESSIVE
136800	DOMINANT
136880	DOMINANT
136900	DOMINANT
137200	RECESSIVE
