10441323	124200	1999 08
10441340	607432	1999 08
10441344	611584	1999 08
10441482	211980	1999 08
10441567	220110	1999 08
10441568	614885	1999 08
10441571	604229	1999 08
10441578	605588	1999 08
10441583	604187	1999 08
10441584	213600	1999 08
10441585	252650	1999 08
10442900	153800	1999 08
10443680	155240	1999 08
10443880	256000	1999 08
10443888	123400	1999 08
10444192	188055	1999 08
10444339	219900	1999 08
10444342	601634	1999 08
10447254	278700	1999 08
10447254	278720	1999 08
10447254	278740	1999 08
10447254	278760	1999 08
10447256	612336	1999 08
10449133	192315	1999 08
10449435	614372	1999 08
10449641	300210	1999 08
10453731	153700	1999 08
10453740	176000	1999 08
10453742	164500	1999 08
10453743	259900	1999 08
10455107	248360	1999 08
10458491	142623	1999 08
10459349	162200	1999 08
10460600	614486	1999 08
10462489	613765	1999 08
10463355	606071	1999 08
10465113	226900	1999 08
10465122	180750	1999 08
10466411	120330	1999 08
10466415	104510	1999 08
10466415	190320	1999 08
10466419	607015	1999 08
10466420	222600	1999 08
10468915	145980	1999 09
10469344	226600	1999 09
10469344	607523	1999 09
10471458	606069	1999 09
10471490	612643	1999 09
10471491	109800	1999 09
10471491	603956	1999 09
10471492	113900	1999 09
10471494	300143	1999 09
10471498	220100	1999 09
10471507	208230	1999 09
10473568	130070	1999 09
10477428	204200	1999 09
10477778	188050	1999 09
10479485	253000	1999 09
10480349	257220	1999 09
10480354	133700	1999 09
10480362	122470	1999 09
10480374	116200	1999 09
104811	271700	1979 02
10481905	161400	1999 09
10482261	609136	1999 09
10482271	604454	1999 09
10482952	203500	1999 09
10482955	222600	1999 09
10483790	607080	1999 09
10484768	137920	1999 09
10484774	607136	1999 09
10484776	260000	1999 09
10484780	226730	1999 09
10484781	309400	1999 09
10484783	180100	1999 09
10484795	302060	1999 09
10485305	210200	1999 09
10485731	602079	1999 09
10486316	154780	1999 09
10486327	604403	1999 09
10487661	601198	1999 09
10487693	188550	1999 09
10487913	302800	1999 09
10488818	105210	1999 09
10489052	118220	1999 09
10494087	613424	1999 09
10494100	308350	1999 09
10494770	188055	1999 09
10496269	608931	1999 09
10499073	606690	1999 09
10500204	229300	1999 09
10502779	310400	1999 09
10506123	130070	1999 10
10507722	400042	1999 10
10507722	415000	1999 10
10507728	609069	1999 10
10507729	606068	1999 10
10507732	253700	1999 10
10507737	174800	1999 10
10508512	601399	1999 10
10508514	312750	1999 10
10508515	116860	1999 10
10508519	161800	1999 10
10508521	600105	1999 10
10508524	610003	1999 10
10508992	613792	1999 10
10509905	614128	1999 10
10514227	118200	1999 10
10514838	607681	1999 10
10515893	230450	1999 10
10517250	175200	1999 10
10517259	181270	1999 10
10517635	604218	1999 10
10519336	272120	1999 10
10521291	115700	1999 10
10521291	604307	1999 10
10521293	222300	1999 10
10521295	230200	1999 10
10521299	609322	1999 10
10521302	210900	1999 10
10521305	604403	1999 10
10521306	188000	1999 10
10521307	300438	1999 10
10521380	246700	1999 10
10521820	167200	1999 10
10522883	609286	1999 10
10522893	143100	1999 10
10522997	604931	1999 10
10523003	415000	1999 10
10523010	143470	1999 10
10523029	131100	1999 10
10523031	146200	1999 10
10523035	146110	1999 10
10523834	154800	1999 10
10525050	613501	1999 10
10527672	212065	1999 10
10528257	213200	1999 10
10528855	300243	1999 10
10528856	309548	1999 10
10528856	311360	1999 10
10528857	142623	1999 10
10528859	614867	1999 10
10528865	613424	1999 10
10530637	192430	1999 10
10531063	502000	1999 10
10532268	615237	1999 10
10533062	120330	1999 10
10533068	312700	1999 10
10534170	606764	1999 10
10534245	601104	1999 10
10535733	106260	1999 10
10535733	604292	1999 10
10535983	205400	1999 10
10543403	229300	1999 10
10544224	120435	1999 11
10545598	601419	1999 11
10545609	162500	1999 11
10545611	253800	1999 11
10545938	604278	1999 11
10545950	208250	1999 11
10545951	606394	1999 11
10545952	220110	1999 11
10545952	604377	1999 11
1054840	166210	1975 02
10548602	415000	1999 11
10552255	277460	1999 11
10553995	180800	1999 11
10555141	242860	1999 11
10556283	260500	1999 11
10556288	308240	1999 11
10556296	611638	1999 11
10556298	176270	1999 11
10556299	219800	1999 11
10556299	219900	1999 11
10560675	604571	1999 11
10562302	616314	1999 11
10563623	600513	1999 11
10564870	206900	1999 11
10566629	188570	1999 11
10566659	612781	1999 11
10567373	256450	1999 11
10570908	230200	1999 11
10571009	212065	1999 11
10571948	265120	1999 11
10571956	212065	1999 11
10575547	301000	1999 11
10577903	601665	1999 12
10577904	244400	1999 12
10577905	300673	1999 12
10577905	312750	1999 12
10577907	235400	1999 12
10577910	306900	1999 12
10577911	306900	1999 12
10577924	604364	1999 12
10577927	167000	1999 12
10577936	256300	1999 12
10577941	500008	1999 12
10579978	601847	1999 12
10580025	211980	1999 12
10580070	115200	1999 12
10580072	176410	1999 12
10580077	115200	1999 12
10580780	181000	1999 12
10581021	604326	1999 12
10581022	613769	1999 12
10581026	601868	1999 12
10581027	245000	1999 12
10581029	400042	1999 12
10581029	415000	1999 12
10581030	162800	1999 12
10581030	610738	1999 12
10581036	269920	1999 12
10581036	604369	1999 12
10581230	603218	1999 12
10581255	601110	1999 12
10582682	273300	1999 12
10583163	131850	1999 12
10583217	187950	1999 12
10583218	262850	1999 12
10583221	305000	1999 12
10583958	613502	1999 12
10583959	603553	1999 12
10585338	605407	1999 12
10587520	187500	1999 12
10587575	612095	1999 12
10587576	613675	1999 12
10587585	151660	1999 12
10588842	182290	1999 12
10590041	266265	1999 12
10590074	105650	1999 12
10590249	601144	1999 12
10590249	603830	1999 12
10590411	245340	1999 12
10593994	245000	1999 12
10594000	120435	1999 12
10594734	612908	1999 12
10594760	133200	1999 12
10599740	264300	1999 12
10599760	613345	1999 12
10602113	400045	1999 12
10606881	612416	1999 12
10607946	607014	1999 12
10609818	609532	1999 12
10610354	176100	1999 12
10610355	176100	1999 12
10612394	604391	1999 12
10612830	151623	1999 12
10615118	603467	1999 12
10615120	604625	1999 12
10615125	174810	1999 12
10615125	602080	1999 12
10615129	169600	1999 12
10615131	190350	1999 12
10615133	204000	1999 12
10615133	604393	1999 12
10615891	161400	2000 01
10617473	609265	2000 01
10617778	136880	2000 01
10618407	142623	2000 01
10619263	177850	2000 01
10619715	609284	2000 01
10622252	604367	2000 01
10625078	219750	2000 01
10626307	603932	2000 01
10627464	614486	2000 01
10631135	180860	2000 01
10631149	613099	2000 01
10631151	104300	2000 01
10633130	207410	2000 01
10633134	162200	2000 01
10633135	148350	2000 01
10633137	606690	2000 01
10634411	611489	2000 01
10634415	262600	2000 01
10634616	601547	2000 01
10634627	600110	2000 01
10636124	600882	2000 01
10636421	312700	2000 01
10636732	308300	2000 01
10636738	256000	2000 01
10636740	312700	2000 01
10636977	606762	2000 01
10642597	608799	2000 01
10642602	608799	2000 01
10646121	174800	2000 01
10647011	242860	2000 01
10647899	306900	2000 01
10648765	605714	2000 01
10649493	203200	2000 01
10649495	230900	2000 01
10651742	613679	2000 01
10652003	193900	2000 01
10654932	220400	2000 02
10655055	270550	2000 02
10655056	268100	2000 02
10655056	611131	2000 02
10655060	151660	2000 02
10655062	601954	2000 02
10655063	300210	2000 02
10655068	214950	2000 02
10655068	614307	2000 02
10655152	173900	2000 02
10655153	232400	2000 02
10655510	600969	2000 02
10655545	602588	2000 02
10655546	231300	2000 02
10655553	222700	2000 02
10655555	613095	2000 02
10655994	135290	2000 02
10657297	168000	2000 02
10662550	141750	2000 02
10662742	115200	2000 02
10662807	245000	2000 02
10662807	245010	2000 02
10662808	170650	2000 02
10665502	248800	2000 02
10666372	155255	2000 02
10669167	193400	2000 02
10673275	219800	2000 02
10673328	123450	2000 02
10677298	162200	2000 03
10677300	311360	2000 03
10677329	605280	2000 03
10677333	604805	2000 03
10678170	270960	2000 03
10678654	612781	2000 03
10678659	268400	2000 03
10678662	175700	2000 03
10679937	133700	2000 02
10679937	133701	2000 02
10679938	253300	2000 02
10679944	236250	2000 02
10682309	249900	2000 02
10684912	604715	2000 02
10685993	608013	2000 02
10690282	601144	2000 02
10690855	146110	2000 02
10691413	180860	2000 02
10691414	167800	2000 02
10692123	308100	2000 02
10693791	120435	2000 02
10694306	308205	2000 02
10694578	609423	2000 03
10699053	104300	2000 03
10699172	188400	2000 03
10699178	600807	2000 03
10699187	182601	2000 03
10700177	603278	2000 03
10700180	300367	2000 03
10700181	113000	2000 03
10700182	113000	2000 03
10700184	193530	2000 03
10700184	225500	2000 03
10700698	305000	2000 03
10700704	151210	2000 03
10704277	214450	2000 03
10704277	607624	2000 03
10706362	108300	2000 03
10706888	233700	2000 03
10708517	137800	2000 03
10709732	601859	2000 03
10710235	308050	2000 03
10710236	270400	2000 03
10712195	123500	2000 03
10712201	176270	2000 03
10712224	179613	2000 03
10712439	252605	2000 03
10713890	602482	2000 03
10713891	613675	2000 03
10714361	146110	2000 03
10714363	238320	2000 03
10716258	159900	2000 03
10720328	109800	2000 03
10725281	192600	2000 03
10726846	310400	2000 03
10727489	168300	2000 03
10729113	276901	2000 03
10729115	611597	2000 03
10731151	609423	2000 03
10732809	601472	2000 03
10732812	105500	2000 03
10732815	256850	2000 03
10733237	610644	2000 03
10733466	600807	2000 03
10733662	131760	2000 03
10735272	137800	1997 05
10735275	601287	1997 05
10735276	183090	1997 05
10735581	165720	2000 03
10736265	307030	2000 03
10737125	105400	2000 03
10737974	153700	2000 03
10737981	230500	2000 03
10737982	222700	2000 03
10739751	151660	2000 03
10739753	214150	2000 03
10739754	604928	2000 03
10739762	130000	2000 03
10739763	609322	2000 03
10739764	616516	2000 03
10739768	611597	2000 03
10741954	605021	2000 03
10742093	106600	2000 03
10742093	608874	2000 03
10742094	604403	2000 03
10742096	600995	2000 03
10742103	168500	2000 03
10742114	277300	2000 03
10745040	606763	2000 04
10746556	252150	2000 04
10746556	252160	2000 04
10746562	601885	2000 04
10746568	227600	2000 04
10746614	123320	2000 04
10746728	613659	2000 04
10747952	111400	2000 04
10748407	232200	2000 04
10749657	176450	2000 04
10749983	158350	2000 04
10749987	604377	2000 04
10751095	309580	2000 04
10756427	212780	2000 04
10758162	608203	2000 04
10759702	600886	2000 04
10759707	233690	2000 04
10760311	220290	2000 04
10762163	612718	2000 04
10762170	263570	2000 04
10762538	130650	2000 04
10762540	609136	2000 04
10762541	607682	2000 04
10762541	613855	2000 04
10762554	605013	2000 04
10762557	235400	2000 04
10764043	607677	2000 04
10764678	603776	2000 04
10764769	604271	2000 04
10766892	612126	2000 04
10767004	113620	2000 04
10767330	162200	2000 04
10767340	400042	2000 04
10767340	415000	2000 04
10767341	278800	2000 04
10767344	266500	2000 04
10767346	614972	2000 04
10767350	220110	2000 04
10769282	605362	2000 04
10770217	601198	2000 04
10771487	614640	2000 04
10775527	238700	2000 04
10775529	613809	2000 04
10777357	146550	2000 04
10777363	130650	2000 04
10777366	146000	2000 04
10777717	605192	2000 04
10779553	114550	2000 04
10780262	239510	2000 04
10780922	162000	2000 04
10781099	117300	2000 04
10782923	166710	2000 04
10782927	135290	2000 04
10784452	181500	2000 04
10787449	134610	2000 04
10788335	606056	2000 05
10790201	310400	2000 05
10792571	226650	2000 05
10793007	146520	2000 05
10796875	231000	2000 05
10797416	121050	2000 05
10797436	603563	2000 05
10797439	137800	2000 05
10797439	155755	2000 05
10798362	133200	2000 05
10801053	253260	2000 05
10801058	212065	2000 05
10802645	604250	2000 05
10802646	615274	2000 05
10802647	601382	2000 05
10802654	169100	2000 05
10802660	176270	2000 05
10802661	236700	2000 05
10802664	217300	2000 05
10803840	126200	2000 05
10803850	609814	2000 05
10807574	615582	2000 05
10807696	601544	2000 05
10811882	177850	2000 05
10811882	264800	2000 05
10814716	116860	2000 05
10814720	270400	2000 05
10814726	159001	2000 05
10814726	181350	2000 05
10815126	607706	2000 05
10817656	182940	2000 05
10820940	600858	2000 05
10823953	606690	2000 05
10826636	135500	2000 05
10831399	601455	2000 06
10832746	610006	2000 06
10835624	256500	2000 06
10835625	613095	2000 06
10835628	153100	2000 06
10835629	132700	2000 06
10835631	214450	2000 06
10835631	607624	2000 06
10835633	221750	2000 06
10835638	142946	2000 06
10835640	167800	2000 06
10835642	177850	2000 06
10835642	264800	2000 06
10835643	177850	2000 06
10835643	264800	2000 06
10839543	308300	2000 06
10839714	613000	2000 06
10839976	140000	2000 06
10839977	604292	2000 06
10839977	605289	2000 06
10841809	607684	2000 06
10841810	230500	2000 06
10842287	142900	2000 06
10844547	175900	2000 06
10844556	144200	2000 06
10844558	226400	2000 06
10845896	300807	2000 06
10848491	311360	2000 06
10848494	614895	2000 06
10848495	311360	2000 06
10848496	311360	2000 06
10851253	182290	2000 06
10851256	103500	2000 06
10851391	613345	2000 06
10852545	603041	2000 06
10852552	121201	2000 06
10854107	300387	2000 06
10854110	146550	2000 06
10854112	153700	2000 06
10854443	136900	2000 06
10856193	180860	2000 06
10859281	145750	2000 06
10861282	106300	2000 06
10861667	256800	2000 06
10861675	259600	2000 06
10861676	259600	2000 06
10861678	123150	2000 06
10862079	227500	2000 06
10862081	614870	2000 06
10862083	111300	2000 06
10866301	275355	2000 06
10869107	214800	2000 06
10869113	103780	2000 06
10869238	614492	2000 06
10872446	145500	2000 06
10872988	146300	2000 06
10872988	241510	2000 06
10873396	604393	2000 06
10874297	307800	2000 06
10874301	175200	2000 06
10874302	306900	2000 06
10874631	601718	2000 06
10878661	248250	2000 07
10878665	605389	2000 07
10878669	304700	2000 07
10880297	602081	2000 07
10888596	607628	2000 07
10888601	103050	2000 07
10888873	300510	2000 07
10888875	262300	2000 07
10888877	253250	2000 07
10888887	259700	2000 07
10888890	221770	2000 07
10889046	210600	2000 07
10890433	611162	2000 07
10891439	188000	2000 07
10891444	202400	2000 07
10892847	300424	2000 07
10894231	159900	2000 07
10900004	502000	2000 07
10902626	601214	2000 07
10902795	274600	2000 07
10903326	611771	2000 07
10903344	222900	2000 07
10903931	178600	2000 07
10905889	613027	2000 07
10908191	600794	2000 07
10909851	312060	2000 07
10909853	256850	2000 07
10909854	605387	2000 07
10909858	271900	2000 07
10911008	272120	2000 07
10914676	306400	2000 07
10914678	242300	2000 07
10914683	604307	2000 07
10914684	603147	2000 07
10915612	300067	2000 08
10915766	115700	2000 08
10915770	176270	2000 08
10918532	612556	2000 08
10922204	135700	2000 08
10922382	142623	2000 08
10922384	613792	2000 08
10923994	103780	2000 08
10924277	603147	2000 08
10926541	609283	2000 08
10926824	611590	2000 08
10928856	107480	2000 08
10928857	243310	2000 08
10930571	305400	2000 08
10931427	610978	2000 08
10932183	226980	2000 08
10932186	268310	2000 08
10932187	268310	2000 08
10932188	225060	2000 08
10932196	300029	2000 08
10932196	615565	2000 08
10932263	607417	2000 08
10932274	604563	2000 08
10935639	146255	2000 08
10936828	604292	2000 08
10939565	605361	2000 08
10939567	181350	2000 08
10940383	603829	2000 08
10942112	604356	2000 08
10942114	612304	2000 08
10942115	276710	2000 08
10942419	312600	2000 08
10942433	166710	2000 08
10942434	267750	2000 08
10942435	259700	2000 08
10944223	613345	2000 08
10945658	146510	2000 08
10946356	300558	2000 08
10947204	614105	2000 08
10951270	604536	2000 08
10952871	605355	2000 08
10955484	136630	2000 08
10955772	260350	2000 08
10956390	606719	2000 08
10956391	175100	2000 08
10958645	144250	2000 08
10958653	159000	2000 08
10958759	614882	2000 08
10958761	604116	2000 08
10960495	500000	2000 08
10962020	616324	2000 08
10963200	610618	2000 08
10964512	245050	2000 08
10965800	118200	2000 08
10965800	118220	2000 08
10966831	612098	2000 09
10969942	155255	2000 09
10970188	203500	2000 09
10970245	601419	2000 09
10970770	300029	2000 09
10972294	300257	2000 09
10973238	605231	2000 09
10973239	137215	2000 09
10973241	131300	2000 09
10973247	276904	2000 09
10973247	602092	2000 09
10973248	276904	2000 09
10973251	605231	2000 09
10973252	602722	2000 09
10973253	125853	2000 09
10973254	178600	2000 09
10973256	160980	2000 09
10973256	255960	2000 09
10973257	257320	2000 09
10973259	155100	2000 09
10973260	155100	2000 09
10973263	252650	2000 09
10973318	161400	2000 09
10973849	192500	2000 09
10973849	613693	2000 09
10973849	613695	2000 09
10974018	606685	2000 09
10974026	160980	2000 09
10976985	610967	2000 09
10978352	120435	2000 09
10978355	300354	2000 09
10978358	249270	2000 09
10978362	104300	2000 09
10980529	606777	2000 09
10980531	602579	2000 09
10980580	142623	2000 09
10982039	303700	2000 09
10982190	232400	2000 09
10982489	308300	2000 09
10982965	300244	2000 09
10982970	108300	2000 09
10984376	610618	2000 09
10986040	113000	2000 09
10986043	300055	2000 09
10986046	614731	2000 09
10987647	601543	2000 09
10987649	233910	2000 09
10987657	180860	2000 09
10991693	113650	2000 09
10993506	256710	2000 09
10993874	111400	2000 09
10993897	615021	2000 09
10995514	194190	2000 09
10996775	615511	2000 09
10999776	146110	2000 09
11001585	600901	2000 09
11001624	614097	2000 09
11001877	202700	2000 09
11001877	260400	2000 09
11001877	610738	2000 09
11001884	600880	2000 09
11001912	148000	2000 09
11001917	616689	2000 09
11001920	616060	2000 09
11001932	415000	2000 09
11001939	203500	2000 09
11003624	143500	2000 09
11005792	235200	2000 09
11005792	604250	2000 09
11006246	604219	2000 09
11007475	605258	2000 09
11007653	601631	2000 09
11007653	612582	2000 09
11007980	300055	2000 09
11009204	615034	2000 09
11013134	610006	2000 10
11013136	220110	2000 10
11015450	178600	2000 10
11017062	601283	2000 10
11017065	129500	2000 10
11017071	601283	2000 10
11017075	603516	2000 10
11017079	165500	2000 10
11017080	165500	2000 10
11017086	217800	2000 10
11017088	300436	2000 10
11017804	617524	2000 10
11017805	607080	2000 10
11018078	256450	2000 10
11018168	614389	2000 10
11020648	614678	2000 10
11022934	312750	2000 10
11023379	226700	2000 10
11023470	607948	2000 10
11023514	608971	2000 10
11023529	306700	2000 10
11023810	603622	2000 10
11026449	160120	2000 10
11026454	609136	2000 10
11029463	603233	2000 10
11030412	127300	2000 10
11030414	608931	2000 10
11030416	260000	2000 10
11030752	252650	2000 10
11030756	125853	2000 10
11030758	266300	2000 10
11030761	300000	2000 10
11030762	400042	2000 10
11030806	164500	2000 10
11031100	300123	2000 10
11035780	201100	2000 10
11038323	612964	2000 10
11038439	200110	2000 10
11038441	255800	2000 10
11038443	302960	2000 10
11039579	613750	2000 10
11040156	613280	2000 10
11044206	104200	2000 10
11044475	227810	2000 10
11045578	135500	2000 10
11045594	218600	2000 10
11047756	174050	2000 11
11047757	300291	2000 11
11050011	301310	2000 10
11050621	300271	2000 10
11050622	309580	2000 10
11053679	613155	2000 10
11053684	614408	2000 10
11053687	256850	2000 10
11055075	611162	2000 10
11055895	601815	2000 10
11057869	613116	2000 11
11059748	613972	2000 11
11061257	128235	2000 11
11061550	160980	2000 11
11061796	237900	2000 11
11061863	601550	2000 11
11061863	601551	2000 11
11062458	154020	2000 11
11062460	605373	2000 11
11062461	613862	2000 11
11062464	605375	2000 11
11062471	310500	2000 11
11062472	310500	2000 11
11062474	231550	2000 11
11062477	193100	2000 11
11062482	605376	2000 11
11062483	256850	2000 11
11063730	256550	2000 11
11063731	194190	2000 11
11063732	220110	2000 11
11063732	256000	2000 11
11063735	605676	2000 11
11067869	603233	2000 11
11067870	607765	2000 11
11069461	146550	2000 11
11069625	176100	2000 11
11071390	268100	2000 11
11071498	300673	2000 11
11071498	312750	2000 11
11073539	601419	2000 11
11073544	103580	2000 11
11073718	140350	2000 11
11073817	606764	2000 11
11074500	172800	2000 11
11076005	612126	2000 11
11078228	614486	2000 11
11078474	153400	2000 11
11078556	303600	2000 11
11080237	607736	2000 11
11083263	165720	2000 11
11085914	137920	2000 11
11087782	601104	2000 11
11090088	151400	2000 11
11090341	601386	2000 11
11090342	200500	2000 11
11092761	219150	2000 11
11092764	158900	2000 11
11093271	120330	2000 11
11093273	312920	2000 11
11093275	600807	2000 11
11093276	614082	2000 11
11093277	305400	2000 11
11093741	211600	2000 11
11094099	605375	2000 11
11094113	600882	2000 11
11094121	600274	2000 11
11095425	219050	2000 11
11095434	400042	2000 11
11095441	131100	2000 11
11095461	103580	2000 11
11095479	269600	2000 11
11095994	223100	2000 11
11095995	615501	2000 11
11098935	609755	2000 12
11099417	210250	2000 12
11101832	605432	2000 12
11101850	255800	2000 12
11102542	263800	2000 12
11102558	300438	2000 12
11102975	615511	2000 01
11103773	171400	2000 12
11103790	175200	2000 12
11104662	605375	2000 12
11106354	609597	2000 01
11106356	245000	2000 01
11106359	300496	2000 01
11106718	601494	2000 12
11106718	613426	2000 12
11110675	209300	2000 12
11112658	190350	2000 12
11112658	190351	2000 12
11112662	180860	2000 12
11113220	605714	2000 12
11113224	117000	2000 12
11113234	128230	2000 12
11114175	605637	2000 01
11115382	605583	2000 12
11115848	160980	2000 12
11115850	162200	2000 12
11117542	172700	2000 12
11117544	605726	2000 12
11120765	304790	2000 12
11121048	609423	2000 12
11125141	607625	2000 12
11129331	246450	2000 12
11129332	227500	2000 12
11129344	137760	2000 12
11133365	145900	2001 01
11133775	233700	2001 01
11133798	535000	2001 01
11134108	262600	2001 01
11134129	177735	2001 01
11134255	104200	2001 01
11134375	182601	2001 01
11134398	146500	2001 01
11134398	601104	2001 01
11134403	253601	2001 01
11136233	601665	2001 01
11136687	115196	2001 01
11136712	182230	2001 01
11136714	155755	2001 01
11137991	609597	2001 01
11137992	304790	2001 01
11137993	304790	2001 01
11137999	601072	2001 01
11138003	210250	2001 01
